anbefalt_term:en;anbefalt_term:nn;anbefalt_term:nb;tillatt_term:nb;tillatt_term:nn;tillatt_term:en;frarådet_term:nb;frarådet_term:nn;frarådet_term:en;definisjon:nb;definisjon:nn;definisjon:en;definisjon:forhold_til_kilde;definisjon:kilde;definisjon:kilde.1;definisjon_for_allmennheten:nb;definisjon_for_allmennheten:nn;definisjon_for_allmennheten:en;definisjon_for_allmennheten:forhold_til_kilde;definisjon_for_allmennheten:kilde;definisjon_for_allmennheten:kilde.1;definisjon_for_spesialister:nb;definisjon_for_spesialister:nn;definisjon_for_spesialister:en;definisjon_for_spesialister:forhold_til_kilde;definisjon_for_spesialister:kilde;definisjon_for_spesialister:kilde.1;merknad:nb;merknad:nn;merknad:en;eksempel:nb;eksempel:nn;eksempel:en;fagområde:nb;fagområde:nn;fagområde:en;verdiområde:uri;verdiområde:tekst;kontaktpunkt:epost;kontaktpunkt:telefon;gyldig_fom;gyldig_tom;se_også;versjon
anbefalt term 963_en;anbefalt term 963_nn;anbefalt term 963_nb;tillatt term 963_nb;tillatt term 963_nn;tillatt term 963_en;frarådet term 963_nb;frarådet term 963_nn;frarådet term 963_en;definisjon 963_nb;definisjon 963_nn;definisjon 963_en;basertPaaKilde;Tittel på kilde|http://kildebaserturi.no/;Tittel på kilde nr. 2|http://kildebaserturi2.no/;definisjon for allmennheten 963_nb;definisjon for allmennheten 963_nn;definisjon for allmennheten 963_en;egendefinert;;;definisjon for spesialister 963_nb;definisjon for spesialister 963_nn;definisjon_for_spesialister963_en;egendefinert;;;merknad963_nb;merknad963_nn;merknad963_en;eksempel963_nb;eksempel963_nn;eksempel963_en;44;44;44;http://lenketilverdiomraade963.no;Tittel verdiområde 963;e-post@epost.no;47474747;12.02.2021;21.06.2024;https://concept-catalog.staging.fellesdatakatalog.digdir.no/collections/910298062/concepts/6c5ae564-bb03-41d0-81d0-38f2be16e8a0;0.1.0
anbefalt term 964_en;anbefalt term 964_nn;anbefalt term 964_nb;tillatt term 964_nb;tillatt term 964_nn;tillatt term 964_en;frarådet term 964_nb;frarådet term 964_nn;frarådet term 964_en;definisjon 964_nb;definisjon 964_nn;definisjon 964_en;basertPaaKilde;Tittel på kilde|http://kildebaserturi.no/;Tittel på kilde nr. 2|http://kildebaserturi2.no/;definisjon for allmennheten 964_nb;definisjon for allmennheten 964_nn;definisjon for allmennheten 964_en;basertPaaKilde;Tittel på kilde_allmennheten|http://kildebasertallmennhetenuri.no/;Tittel på kilde nr. 2_allmennheten|http://kildebasertallmennhetenuri2.no/;definisjon for spesialister 964_nb;definisjon for spesialister 964_nn;definisjon_for_spesialister964_en;basertPaaKilde;Tittel på kilde_spesialister|http://kildebasertspesialisteruri.no/;Tittel på kilde nr. 2_spesialister|http://kildebasertspesialisteruri2.no/;merknad964_nb;merknad964_nn;merknad964_en;eksempel964_nb;eksempel964_nn;eksempel964_en;48;48;48;http://lenketilverdiomraade964.no;Tittel verdiområde 964;e-post@epost.no;47474747;12.02.2021;21.06.2024;https://concept-catalog.staging.fellesdatakatalog.digdir.no/collections/910298062/concepts/6c5ae564-bb03-41d0-81d0-38f2be16e8a0;0.1.0
anbefalt term 965_en;anbefalt term 965_nn;anbefalt term 965_nb;tillatt term 965_nb;tillatt term 965_nn;tillatt term 965_en;frarådet term 965_nb;frarådet term 965_nn;frarådet term 965_en;definisjon 965_nb;definisjon 965_nn;definisjon 965_en;egendefinert;;;definisjon for allmennheten 965_nb;definisjon for allmennheten 965_nn;definisjon for allmennheten 965_en;sitatFraKilde;Tittel på kilde_allmennheten|http://kildesitatallmennhetenuri.no/;Tittel på kilde nr. 2_allmennheten|http://kildesitatallmennhetenuri2.no/;definisjon for spesialister 965_nb;definisjon for spesialister 965_nn;definisjon_for_spesialister965_en;sitatFraKilde;Tittel på kilde_spesialister|http://kildesitatspesialisteruri.no/;Tittel på kilde nr. 2_spesialister|http://kildesitatspesialisteruri2.no/;merknad965_nb;merknad965_nn;merknad965_en;eksempel965_nb;eksempel965_nn;eksempel965_en;20;20;20;http://lenketilverdiomraade965.no;Tittel verdiområde 965;e-post@epost.no;47474747;12.02.2021;21.06.2024;https://concept-catalog.staging.fellesdatakatalog.digdir.no/collections/910298062/concepts/6c5ae564-bb03-41d0-81d0-38f2be16e8a0;0.1.0
anbefalt term 966_en;anbefalt term 966_nn;anbefalt term 966_nb;tillatt term 966_nb;tillatt term 966_nn;tillatt term 966_en;frarådet term 966_nb;frarådet term 966_nn;frarådet term 966_en;definisjon 966_nb;definisjon 966_nn;definisjon 966_en;sitatFraKilde;Tittel på kilde|http://kildesitaturi.no/;Tittel på kilde nr. 2|http://kildesitaturi2.no/;definisjon for allmennheten 966_nb;definisjon for allmennheten 966_nn;definisjon for allmennheten 966_en;sitatFraKilde;Tittel på kilde_allmennheten|http://kildesitatallmennhetenuri.no/;Tittel på kilde nr. 2_allmennheten|http://kildesitatallmennhetenuri2.no/;definisjon for spesialister 966_nb;definisjon for spesialister 966_nn;definisjon_for_spesialister966_en;sitatFraKilde;Tittel på kilde_spesialister|http://kildesitatspesialisteruri.no/;Tittel på kilde nr. 2_spesialister|http://kildesitatspesialisteruri2.no/;merknad966_nb;merknad966_nn;merknad966_en;eksempel966_nb;eksempel966_nn;eksempel966_en;5;5;5;http://lenketilverdiomraade966.no;Tittel verdiområde 966;e-post@epost.no;47474747;12.02.2021;21.06.2024;https://concept-catalog.staging.fellesdatakatalog.digdir.no/collections/910298062/concepts/6c5ae564-bb03-41d0-81d0-38f2be16e8a0;0.1.0
anbefalt term 967_en;anbefalt term 967_nn;anbefalt term 967_nb;tillatt term 967_nb;tillatt term 967_nn;tillatt term 967_en;frarådet term 967_nb;frarådet term 967_nn;frarådet term 967_en;definisjon 967_nb;definisjon 967_nn;definisjon 967_en;basertPaaKilde;Tittel på kilde|http://kildebaserturi.no/;Tittel på kilde nr. 2|http://kildebaserturi2.no/;definisjon for allmennheten 967_nb;definisjon for allmennheten 967_nn;definisjon for allmennheten 967_en;basertPaaKilde;Tittel på kilde_allmennheten|http://kildebasertallmennhetenuri.no/;Tittel på kilde nr. 2_allmennheten|http://kildebasertallmennhetenuri2.no/;definisjon for spesialister 967_nb;definisjon for spesialister 967_nn;definisjon_for_spesialister967_en;sitatFraKilde;Tittel på kilde_spesialister|http://kildesitatspesialisteruri.no/;Tittel på kilde nr. 2_spesialister|http://kildesitatspesialisteruri2.no/;merknad967_nb;merknad967_nn;merknad967_en;eksempel967_nb;eksempel967_nn;eksempel967_en;46;46;46;http://lenketilverdiomraade967.no;Tittel verdiområde 967;e-post@epost.no;47474747;12.02.2021;21.06.2024;https://concept-catalog.staging.fellesdatakatalog.digdir.no/collections/910298062/concepts/6c5ae564-bb03-41d0-81d0-38f2be16e8a0;0.1.0
anbefalt term 968_en;anbefalt term 968_nn;anbefalt term 968_nb;tillatt term 968_nb;tillatt term 968_nn;tillatt term 968_en;frarådet term 968_nb;frarådet term 968_nn;frarådet term 968_en;definisjon 968_nb;definisjon 968_nn;definisjon 968_en;sitatFraKilde;Tittel på kilde|http://kildesitaturi.no/;Tittel på kilde nr. 2|http://kildesitaturi2.no/;definisjon for allmennheten 968_nb;definisjon for allmennheten 968_nn;definisjon for allmennheten 968_en;basertPaaKilde;Tittel på kilde_allmennheten|http://kildebasertallmennhetenuri.no/;Tittel på kilde nr. 2_allmennheten|http://kildebasertallmennhetenuri2.no/;definisjon for spesialister 968_nb;definisjon for spesialister 968_nn;definisjon_for_spesialister968_en;sitatFraKilde;Tittel på kilde_spesialister|http://kildesitatspesialisteruri.no/;Tittel på kilde nr. 2_spesialister|http://kildesitatspesialisteruri2.no/;merknad968_nb;merknad968_nn;merknad968_en;eksempel968_nb;eksempel968_nn;eksempel968_en;27;27;27;http://lenketilverdiomraade968.no;Tittel verdiområde 968;e-post@epost.no;47474747;12.02.2021;21.06.2024;https://concept-catalog.staging.fellesdatakatalog.digdir.no/collections/910298062/concepts/6c5ae564-bb03-41d0-81d0-38f2be16e8a0;0.1.0
anbefalt term 969_en;anbefalt term 969_nn;anbefalt term 969_nb;tillatt term 969_nb;tillatt term 969_nn;tillatt term 969_en;frarådet term 969_nb;frarådet term 969_nn;frarådet term 969_en;definisjon 969_nb;definisjon 969_nn;definisjon 969_en;basertPaaKilde;Tittel på kilde|http://kildebaserturi.no/;Tittel på kilde nr. 2|http://kildebaserturi2.no/;definisjon for allmennheten 969_nb;definisjon for allmennheten 969_nn;definisjon for allmennheten 969_en;sitatFraKilde;Tittel på kilde_allmennheten|http://kildesitatallmennhetenuri.no/;Tittel på kilde nr. 2_allmennheten|http://kildesitatallmennhetenuri2.no/;definisjon for spesialister 969_nb;definisjon for spesialister 969_nn;definisjon_for_spesialister969_en;basertPaaKilde;Tittel på kilde_spesialister|http://kildebasertspesialisteruri.no/;Tittel på kilde nr. 2_spesialister|http://kildebasertspesialisteruri2.no/;merknad969_nb;merknad969_nn;merknad969_en;eksempel969_nb;eksempel969_nn;eksempel969_en;19;19;19;http://lenketilverdiomraade969.no;Tittel verdiområde 969;e-post@epost.no;47474747;12.02.2021;21.06.2024;https://concept-catalog.staging.fellesdatakatalog.digdir.no/collections/910298062/concepts/6c5ae564-bb03-41d0-81d0-38f2be16e8a0;0.1.0
anbefalt term 970_en;anbefalt term 970_nn;anbefalt term 970_nb;tillatt term 970_nb;tillatt term 970_nn;tillatt term 970_en;frarådet term 970_nb;frarådet term 970_nn;frarådet term 970_en;definisjon 970_nb;definisjon 970_nn;definisjon 970_en;egendefinert;;;definisjon for allmennheten 970_nb;definisjon for allmennheten 970_nn;definisjon for allmennheten 970_en;sitatFraKilde;Tittel på kilde_allmennheten|http://kildesitatallmennhetenuri.no/;Tittel på kilde nr. 2_allmennheten|http://kildesitatallmennhetenuri2.no/;definisjon for spesialister 970_nb;definisjon for spesialister 970_nn;definisjon_for_spesialister970_en;sitatFraKilde;Tittel på kilde_spesialister|http://kildesitatspesialisteruri.no/;Tittel på kilde nr. 2_spesialister|http://kildesitatspesialisteruri2.no/;merknad970_nb;merknad970_nn;merknad970_en;eksempel970_nb;eksempel970_nn;eksempel970_en;48;48;48;http://lenketilverdiomraade970.no;Tittel verdiområde 970;e-post@epost.no;47474747;12.02.2021;21.06.2024;https://concept-catalog.staging.fellesdatakatalog.digdir.no/collections/910298062/concepts/6c5ae564-bb03-41d0-81d0-38f2be16e8a0;0.1.0
anbefalt term 971_en;anbefalt term 971_nn;anbefalt term 971_nb;tillatt term 971_nb;tillatt term 971_nn;tillatt term 971_en;frarådet term 971_nb;frarådet term 971_nn;frarådet term 971_en;definisjon 971_nb;definisjon 971_nn;definisjon 971_en;basertPaaKilde;Tittel på kilde|http://kildebaserturi.no/;Tittel på kilde nr. 2|http://kildebaserturi2.no/;definisjon for allmennheten 971_nb;definisjon for allmennheten 971_nn;definisjon for allmennheten 971_en;egendefinert;;;definisjon for spesialister 971_nb;definisjon for spesialister 971_nn;definisjon_for_spesialister971_en;sitatFraKilde;Tittel på kilde_spesialister|http://kildesitatspesialisteruri.no/;Tittel på kilde nr. 2_spesialister|http://kildesitatspesialisteruri2.no/;merknad971_nb;merknad971_nn;merknad971_en;eksempel971_nb;eksempel971_nn;eksempel971_en;14;14;14;http://lenketilverdiomraade971.no;Tittel verdiområde 971;e-post@epost.no;47474747;12.02.2021;21.06.2024;https://concept-catalog.staging.fellesdatakatalog.digdir.no/collections/910298062/concepts/6c5ae564-bb03-41d0-81d0-38f2be16e8a0;0.1.0
anbefalt term 972_en;anbefalt term 972_nn;anbefalt term 972_nb;tillatt term 972_nb;tillatt term 972_nn;tillatt term 972_en;frarådet term 972_nb;frarådet term 972_nn;frarådet term 972_en;definisjon 972_nb;definisjon 972_nn;definisjon 972_en;egendefinert;;;definisjon for allmennheten 972_nb;definisjon for allmennheten 972_nn;definisjon for allmennheten 972_en;basertPaaKilde;Tittel på kilde_allmennheten|http://kildebasertallmennhetenuri.no/;Tittel på kilde nr. 2_allmennheten|http://kildebasertallmennhetenuri2.no/;definisjon for spesialister 972_nb;definisjon for spesialister 972_nn;definisjon_for_spesialister972_en;egendefinert;;;merknad972_nb;merknad972_nn;merknad972_en;eksempel972_nb;eksempel972_nn;eksempel972_en;34;34;34;http://lenketilverdiomraade972.no;Tittel verdiområde 972;e-post@epost.no;47474747;12.02.2021;21.06.2024;https://concept-catalog.staging.fellesdatakatalog.digdir.no/collections/910298062/concepts/6c5ae564-bb03-41d0-81d0-38f2be16e8a0;0.1.0
anbefalt term 973_en;anbefalt term 973_nn;anbefalt term 973_nb;tillatt term 973_nb;tillatt term 973_nn;tillatt term 973_en;frarådet term 973_nb;frarådet term 973_nn;frarådet term 973_en;definisjon 973_nb;definisjon 973_nn;definisjon 973_en;egendefinert;;;definisjon for allmennheten 973_nb;definisjon for allmennheten 973_nn;definisjon for allmennheten 973_en;sitatFraKilde;Tittel på kilde_allmennheten|http://kildesitatallmennhetenuri.no/;Tittel på kilde nr. 2_allmennheten|http://kildesitatallmennhetenuri2.no/;definisjon for spesialister 973_nb;definisjon for spesialister 973_nn;definisjon_for_spesialister973_en;basertPaaKilde;Tittel på kilde_spesialister|http://kildebasertspesialisteruri.no/;Tittel på kilde nr. 2_spesialister|http://kildebasertspesialisteruri2.no/;merknad973_nb;merknad973_nn;merknad973_en;eksempel973_nb;eksempel973_nn;eksempel973_en;45;45;45;http://lenketilverdiomraade973.no;Tittel verdiområde 973;e-post@epost.no;47474747;12.02.2021;21.06.2024;https://concept-catalog.staging.fellesdatakatalog.digdir.no/collections/910298062/concepts/6c5ae564-bb03-41d0-81d0-38f2be16e8a0;0.1.0
anbefalt term 974_en;anbefalt term 974_nn;anbefalt term 974_nb;tillatt term 974_nb;tillatt term 974_nn;tillatt term 974_en;frarådet term 974_nb;frarådet term 974_nn;frarådet term 974_en;definisjon 974_nb;definisjon 974_nn;definisjon 974_en;sitatFraKilde;Tittel på kilde|http://kildesitaturi.no/;Tittel på kilde nr. 2|http://kildesitaturi2.no/;definisjon for allmennheten 974_nb;definisjon for allmennheten 974_nn;definisjon for allmennheten 974_en;basertPaaKilde;Tittel på kilde_allmennheten|http://kildebasertallmennhetenuri.no/;Tittel på kilde nr. 2_allmennheten|http://kildebasertallmennhetenuri2.no/;definisjon for spesialister 974_nb;definisjon for spesialister 974_nn;definisjon_for_spesialister974_en;egendefinert;;;merknad974_nb;merknad974_nn;merknad974_en;eksempel974_nb;eksempel974_nn;eksempel974_en;10;10;10;http://lenketilverdiomraade974.no;Tittel verdiområde 974;e-post@epost.no;47474747;12.02.2021;21.06.2024;https://concept-catalog.staging.fellesdatakatalog.digdir.no/collections/910298062/concepts/6c5ae564-bb03-41d0-81d0-38f2be16e8a0;0.1.0
anbefalt term 975_en;anbefalt term 975_nn;anbefalt term 975_nb;tillatt term 975_nb;tillatt term 975_nn;tillatt term 975_en;frarådet term 975_nb;frarådet term 975_nn;frarådet term 975_en;definisjon 975_nb;definisjon 975_nn;definisjon 975_en;sitatFraKilde;Tittel på kilde|http://kildesitaturi.no/;Tittel på kilde nr. 2|http://kildesitaturi2.no/;definisjon for allmennheten 975_nb;definisjon for allmennheten 975_nn;definisjon for allmennheten 975_en;sitatFraKilde;Tittel på kilde_allmennheten|http://kildesitatallmennhetenuri.no/;Tittel på kilde nr. 2_allmennheten|http://kildesitatallmennhetenuri2.no/;definisjon for spesialister 975_nb;definisjon for spesialister 975_nn;definisjon_for_spesialister975_en;egendefinert;;;merknad975_nb;merknad975_nn;merknad975_en;eksempel975_nb;eksempel975_nn;eksempel975_en;46;46;46;http://lenketilverdiomraade975.no;Tittel verdiområde 975;e-post@epost.no;47474747;12.02.2021;21.06.2024;https://concept-catalog.staging.fellesdatakatalog.digdir.no/collections/910298062/concepts/6c5ae564-bb03-41d0-81d0-38f2be16e8a0;0.1.0
anbefalt term 976_en;anbefalt term 976_nn;anbefalt term 976_nb;tillatt term 976_nb;tillatt term 976_nn;tillatt term 976_en;frarådet term 976_nb;frarådet term 976_nn;frarådet term 976_en;definisjon 976_nb;definisjon 976_nn;definisjon 976_en;egendefinert;;;definisjon for allmennheten 976_nb;definisjon for allmennheten 976_nn;definisjon for allmennheten 976_en;basertPaaKilde;Tittel på kilde_allmennheten|http://kildebasertallmennhetenuri.no/;Tittel på kilde nr. 2_allmennheten|http://kildebasertallmennhetenuri2.no/;definisjon for spesialister 976_nb;definisjon for spesialister 976_nn;definisjon_for_spesialister976_en;egendefinert;;;merknad976_nb;merknad976_nn;merknad976_en;eksempel976_nb;eksempel976_nn;eksempel976_en;5;5;5;http://lenketilverdiomraade976.no;Tittel verdiområde 976;e-post@epost.no;47474747;12.02.2021;21.06.2024;https://concept-catalog.staging.fellesdatakatalog.digdir.no/collections/910298062/concepts/6c5ae564-bb03-41d0-81d0-38f2be16e8a0;0.1.0
anbefalt term 977_en;anbefalt term 977_nn;anbefalt term 977_nb;tillatt term 977_nb;tillatt term 977_nn;tillatt term 977_en;frarådet term 977_nb;frarådet term 977_nn;frarådet term 977_en;definisjon 977_nb;definisjon 977_nn;definisjon 977_en;sitatFraKilde;Tittel på kilde|http://kildesitaturi.no/;Tittel på kilde nr. 2|http://kildesitaturi2.no/;definisjon for allmennheten 977_nb;definisjon for allmennheten 977_nn;definisjon for allmennheten 977_en;basertPaaKilde;Tittel på kilde_allmennheten|http://kildebasertallmennhetenuri.no/;Tittel på kilde nr. 2_allmennheten|http://kildebasertallmennhetenuri2.no/;definisjon for spesialister 977_nb;definisjon for spesialister 977_nn;definisjon_for_spesialister977_en;sitatFraKilde;Tittel på kilde_spesialister|http://kildesitatspesialisteruri.no/;Tittel på kilde nr. 2_spesialister|http://kildesitatspesialisteruri2.no/;merknad977_nb;merknad977_nn;merknad977_en;eksempel977_nb;eksempel977_nn;eksempel977_en;16;16;16;http://lenketilverdiomraade977.no;Tittel verdiområde 977;e-post@epost.no;47474747;12.02.2021;21.06.2024;https://concept-catalog.staging.fellesdatakatalog.digdir.no/collections/910298062/concepts/6c5ae564-bb03-41d0-81d0-38f2be16e8a0;0.1.0
anbefalt term 978_en;anbefalt term 978_nn;anbefalt term 978_nb;tillatt term 978_nb;tillatt term 978_nn;tillatt term 978_en;frarådet term 978_nb;frarådet term 978_nn;frarådet term 978_en;definisjon 978_nb;definisjon 978_nn;definisjon 978_en;basertPaaKilde;Tittel på kilde|http://kildebaserturi.no/;Tittel på kilde nr. 2|http://kildebaserturi2.no/;definisjon for allmennheten 978_nb;definisjon for allmennheten 978_nn;definisjon for allmennheten 978_en;basertPaaKilde;Tittel på kilde_allmennheten|http://kildebasertallmennhetenuri.no/;Tittel på kilde nr. 2_allmennheten|http://kildebasertallmennhetenuri2.no/;definisjon for spesialister 978_nb;definisjon for spesialister 978_nn;definisjon_for_spesialister978_en;basertPaaKilde;Tittel på kilde_spesialister|http://kildebasertspesialisteruri.no/;Tittel på kilde nr. 2_spesialister|http://kildebasertspesialisteruri2.no/;merknad978_nb;merknad978_nn;merknad978_en;eksempel978_nb;eksempel978_nn;eksempel978_en;27;27;27;http://lenketilverdiomraade978.no;Tittel verdiområde 978;e-post@epost.no;47474747;12.02.2021;21.06.2024;https://concept-catalog.staging.fellesdatakatalog.digdir.no/collections/910298062/concepts/6c5ae564-bb03-41d0-81d0-38f2be16e8a0;0.1.0
anbefalt term 979_en;anbefalt term 979_nn;anbefalt term 979_nb;tillatt term 979_nb;tillatt term 979_nn;tillatt term 979_en;frarådet term 979_nb;frarådet term 979_nn;frarådet term 979_en;definisjon 979_nb;definisjon 979_nn;definisjon 979_en;sitatFraKilde;Tittel på kilde|http://kildesitaturi.no/;Tittel på kilde nr. 2|http://kildesitaturi2.no/;definisjon for allmennheten 979_nb;definisjon for allmennheten 979_nn;definisjon for allmennheten 979_en;basertPaaKilde;Tittel på kilde_allmennheten|http://kildebasertallmennhetenuri.no/;Tittel på kilde nr. 2_allmennheten|http://kildebasertallmennhetenuri2.no/;definisjon for spesialister 979_nb;definisjon for spesialister 979_nn;definisjon_for_spesialister979_en;basertPaaKilde;Tittel på kilde_spesialister|http://kildebasertspesialisteruri.no/;Tittel på kilde nr. 2_spesialister|http://kildebasertspesialisteruri2.no/;merknad979_nb;merknad979_nn;merknad979_en;eksempel979_nb;eksempel979_nn;eksempel979_en;2;2;2;http://lenketilverdiomraade979.no;Tittel verdiområde 979;e-post@epost.no;47474747;12.02.2021;21.06.2024;https://concept-catalog.staging.fellesdatakatalog.digdir.no/collections/910298062/concepts/6c5ae564-bb03-41d0-81d0-38f2be16e8a0;0.1.0
anbefalt term 980_en;anbefalt term 980_nn;anbefalt term 980_nb;tillatt term 980_nb;tillatt term 980_nn;tillatt term 980_en;frarådet term 980_nb;frarådet term 980_nn;frarådet term 980_en;definisjon 980_nb;definisjon 980_nn;definisjon 980_en;egendefinert;;;definisjon for allmennheten 980_nb;definisjon for allmennheten 980_nn;definisjon for allmennheten 980_en;egendefinert;;;definisjon for spesialister 980_nb;definisjon for spesialister 980_nn;definisjon_for_spesialister980_en;sitatFraKilde;Tittel på kilde_spesialister|http://kildesitatspesialisteruri.no/;Tittel på kilde nr. 2_spesialister|http://kildesitatspesialisteruri2.no/;merknad980_nb;merknad980_nn;merknad980_en;eksempel980_nb;eksempel980_nn;eksempel980_en;7;7;7;http://lenketilverdiomraade980.no;Tittel verdiområde 980;e-post@epost.no;47474747;12.02.2021;21.06.2024;https://concept-catalog.staging.fellesdatakatalog.digdir.no/collections/910298062/concepts/6c5ae564-bb03-41d0-81d0-38f2be16e8a0;0.1.0
