anbefalt_term:en;anbefalt_term:nn;anbefalt_term:nb;tillatt_term:nb;tillatt_term:nn;tillatt_term:en;frarådet_term:nb;frarådet_term:nn;frarådet_term:en;definisjon:nb;definisjon:nn;definisjon:en;definisjon:forhold_til_kilde;definisjon:kilde;definisjon:kilde;definisjon_for_allmennheten:nb;definisjon_for_allmennheten:nn;definisjon_for_allmennheten:en;definisjon_for_allmennheten:forhold_til_kilde;definisjon_for_allmennheten:kilde;definisjon_for_allmennheten:kilde;definisjon_for_spesialister:nb;definisjon_for_spesialister:nn;definisjon_for_spesialister:en;definisjon_for_spesialister:forhold_til_kilde;definisjon_for_spesialister:kilde;definisjon_for_spesialister:kilde;merknad:nb;merknad:nn;merknad:en;eksempel:nb;eksempel:nn;eksempel:en;fagområde:nb;fagområde:nn;fagområde:en;verdiområde:uri;verdiområde:tekst;kontaktpunkt:epost;kontaktpunkt:telefon;gyldig_fom;gyldig_tom;se_også;versjon
anbefalt term 430_en;anbefalt term 430_nn;anbefalt term 430_nb;tillatt term 430_nb;tillatt term 430_nn;tillatt term 430_en;frarådet term 430_nb;frarådet term 430_nn;frarådet term 430_en;definisjon 430_nb;definisjon 430_nn;definisjon 430_en;basertPaaKilde;Tittel på kilde|http://kildebaserturi.no/;Tittel på kilde nr. 2|http://kildebaserturi2.no/;definisjon for allmennheten 430_nb;definisjon for allmennheten 430_nn;definisjon for allmennheten 430_en;basertPaaKilde;Tittel på kilde_allmennheten|http://kildebasertallmennhetenuri.no/;Tittel på kilde nr. 2_allmennheten|http://kildebasertallmennhetenuri2.no/;definisjon for spesialister 430_nb;definisjon for spesialister 430_nn;definisjon_for_spesialister430_en;basertPaaKilde;Tittel på kilde_spesialister|http://kildebasertspesialisteruri.no/;Tittel på kilde nr. 2_spesialister|http://kildebasertspesialisteruri2.no/;merknad430_nb;merknad430_nn;merknad430_en;eksempel430_nb;eksempel430_nn;eksempel430_en;fagområde12_nb;fagområde12_nn;fagområde12_en;http://lenketilverdiomraade430.no;Tittel verdiområde 430;e-post@epost.no;47474747;12.02.2021;21.06.2024;https://concept-catalog.staging.fellesdatakatalog.digdir.no/collections/910298062/concepts/6c5ae564-bb03-41d0-81d0-38f2be16e8a0;0.1.0
anbefalt term 431_en;anbefalt term 431_nn;anbefalt term 431_nb;tillatt term 431_nb;tillatt term 431_nn;tillatt term 431_en;frarådet term 431_nb;frarådet term 431_nn;frarådet term 431_en;definisjon 431_nb;definisjon 431_nn;definisjon 431_en;sitatFraKilde;Tittel på kilde|http://kildesitaturi.no/;Tittel på kilde nr. 2|http://kildesitaturi2.no/;definisjon for allmennheten 431_nb;definisjon for allmennheten 431_nn;definisjon for allmennheten 431_en;egendefinert;;;definisjon for spesialister 431_nb;definisjon for spesialister 431_nn;definisjon_for_spesialister431_en;egendefinert;;;merknad431_nb;merknad431_nn;merknad431_en;eksempel431_nb;eksempel431_nn;eksempel431_en;fagområde2_nb;fagområde2_nn;fagområde2_en;http://lenketilverdiomraade431.no;Tittel verdiområde 431;e-post@epost.no;47474747;12.02.2021;21.06.2024;https://concept-catalog.staging.fellesdatakatalog.digdir.no/collections/910298062/concepts/6c5ae564-bb03-41d0-81d0-38f2be16e8a0;0.1.0
anbefalt term 432_en;anbefalt term 432_nn;anbefalt term 432_nb;tillatt term 432_nb;tillatt term 432_nn;tillatt term 432_en;frarådet term 432_nb;frarådet term 432_nn;frarådet term 432_en;definisjon 432_nb;definisjon 432_nn;definisjon 432_en;sitatFraKilde;Tittel på kilde|http://kildesitaturi.no/;Tittel på kilde nr. 2|http://kildesitaturi2.no/;definisjon for allmennheten 432_nb;definisjon for allmennheten 432_nn;definisjon for allmennheten 432_en;sitatFraKilde;Tittel på kilde_allmennheten|http://kildesitatallmennhetenuri.no/;Tittel på kilde nr. 2_allmennheten|http://kildesitatallmennhetenuri2.no/;definisjon for spesialister 432_nb;definisjon for spesialister 432_nn;definisjon_for_spesialister432_en;basertPaaKilde;Tittel på kilde_spesialister|http://kildebasertspesialisteruri.no/;Tittel på kilde nr. 2_spesialister|http://kildebasertspesialisteruri2.no/;merknad432_nb;merknad432_nn;merknad432_en;eksempel432_nb;eksempel432_nn;eksempel432_en;fagområde3_nb;fagområde3_nn;fagområde3_en;http://lenketilverdiomraade432.no;Tittel verdiområde 432;e-post@epost.no;47474747;12.02.2021;21.06.2024;https://concept-catalog.staging.fellesdatakatalog.digdir.no/collections/910298062/concepts/6c5ae564-bb03-41d0-81d0-38f2be16e8a0;0.1.0
anbefalt term 433_en;anbefalt term 433_nn;anbefalt term 433_nb;tillatt term 433_nb;tillatt term 433_nn;tillatt term 433_en;frarådet term 433_nb;frarådet term 433_nn;frarådet term 433_en;definisjon 433_nb;definisjon 433_nn;definisjon 433_en;egendefinert;;;definisjon for allmennheten 433_nb;definisjon for allmennheten 433_nn;definisjon for allmennheten 433_en;sitatFraKilde;Tittel på kilde_allmennheten|http://kildesitatallmennhetenuri.no/;Tittel på kilde nr. 2_allmennheten|http://kildesitatallmennhetenuri2.no/;definisjon for spesialister 433_nb;definisjon for spesialister 433_nn;definisjon_for_spesialister433_en;sitatFraKilde;Tittel på kilde_spesialister|http://kildesitatspesialisteruri.no/;Tittel på kilde nr. 2_spesialister|http://kildesitatspesialisteruri2.no/;merknad433_nb;merknad433_nn;merknad433_en;eksempel433_nb;eksempel433_nn;eksempel433_en;fagområde4_nb;fagområde4_nn;fagområde4_en;http://lenketilverdiomraade433.no;Tittel verdiområde 433;e-post@epost.no;47474747;12.02.2021;21.06.2024;https://concept-catalog.staging.fellesdatakatalog.digdir.no/collections/910298062/concepts/6c5ae564-bb03-41d0-81d0-38f2be16e8a0;0.1.0
anbefalt term 434_en;anbefalt term 434_nn;anbefalt term 434_nb;tillatt term 434_nb;tillatt term 434_nn;tillatt term 434_en;frarådet term 434_nb;frarådet term 434_nn;frarådet term 434_en;definisjon 434_nb;definisjon 434_nn;definisjon 434_en;egendefinert;;;definisjon for allmennheten 434_nb;definisjon for allmennheten 434_nn;definisjon for allmennheten 434_en;egendefinert;;;definisjon for spesialister 434_nb;definisjon for spesialister 434_nn;definisjon_for_spesialister434_en;sitatFraKilde;Tittel på kilde_spesialister|http://kildesitatspesialisteruri.no/;Tittel på kilde nr. 2_spesialister|http://kildesitatspesialisteruri2.no/;merknad434_nb;merknad434_nn;merknad434_en;eksempel434_nb;eksempel434_nn;eksempel434_en;fagområde5_nb;fagområde5_nn;fagområde5_en;http://lenketilverdiomraade434.no;Tittel verdiområde 434;e-post@epost.no;47474747;12.02.2021;21.06.2024;https://concept-catalog.staging.fellesdatakatalog.digdir.no/collections/910298062/concepts/6c5ae564-bb03-41d0-81d0-38f2be16e8a0;0.1.0
anbefalt term 435_en;anbefalt term 435_nn;anbefalt term 435_nb;tillatt term 435_nb;tillatt term 435_nn;tillatt term 435_en;frarådet term 435_nb;frarådet term 435_nn;frarådet term 435_en;definisjon 435_nb;definisjon 435_nn;definisjon 435_en;sitatFraKilde;Tittel på kilde|http://kildesitaturi.no/;Tittel på kilde nr. 2|http://kildesitaturi2.no/;definisjon for allmennheten 435_nb;definisjon for allmennheten 435_nn;definisjon for allmennheten 435_en;basertPaaKilde;Tittel på kilde_allmennheten|http://kildebasertallmennhetenuri.no/;Tittel på kilde nr. 2_allmennheten|http://kildebasertallmennhetenuri2.no/;definisjon for spesialister 435_nb;definisjon for spesialister 435_nn;definisjon_for_spesialister435_en;sitatFraKilde;Tittel på kilde_spesialister|http://kildesitatspesialisteruri.no/;Tittel på kilde nr. 2_spesialister|http://kildesitatspesialisteruri2.no/;merknad435_nb;merknad435_nn;merknad435_en;eksempel435_nb;eksempel435_nn;eksempel435_en;fagområde6_nb;fagområde6_nn;fagområde6_en;http://lenketilverdiomraade435.no;Tittel verdiområde 435;e-post@epost.no;47474747;12.02.2021;21.06.2024;https://concept-catalog.staging.fellesdatakatalog.digdir.no/collections/910298062/concepts/6c5ae564-bb03-41d0-81d0-38f2be16e8a0;0.1.0
anbefalt term 436_en;anbefalt term 436_nn;anbefalt term 436_nb;tillatt term 436_nb;tillatt term 436_nn;tillatt term 436_en;frarådet term 436_nb;frarådet term 436_nn;frarådet term 436_en;definisjon 436_nb;definisjon 436_nn;definisjon 436_en;basertPaaKilde;Tittel på kilde|http://kildebaserturi.no/;Tittel på kilde nr. 2|http://kildebaserturi2.no/;definisjon for allmennheten 436_nb;definisjon for allmennheten 436_nn;definisjon for allmennheten 436_en;sitatFraKilde;Tittel på kilde_allmennheten|http://kildesitatallmennhetenuri.no/;Tittel på kilde nr. 2_allmennheten|http://kildesitatallmennhetenuri2.no/;definisjon for spesialister 436_nb;definisjon for spesialister 436_nn;definisjon_for_spesialister436_en;sitatFraKilde;Tittel på kilde_spesialister|http://kildesitatspesialisteruri.no/;Tittel på kilde nr. 2_spesialister|http://kildesitatspesialisteruri2.no/;merknad436_nb;merknad436_nn;merknad436_en;eksempel436_nb;eksempel436_nn;eksempel436_en;fagområde7_nb;fagområde7_nn;fagområde7_en;http://lenketilverdiomraade436.no;Tittel verdiområde 436;e-post@epost.no;47474747;12.02.2021;21.06.2024;https://concept-catalog.staging.fellesdatakatalog.digdir.no/collections/910298062/concepts/6c5ae564-bb03-41d0-81d0-38f2be16e8a0;0.1.0
anbefalt term 437_en;anbefalt term 437_nn;anbefalt term 437_nb;tillatt term 437_nb;tillatt term 437_nn;tillatt term 437_en;frarådet term 437_nb;frarådet term 437_nn;frarådet term 437_en;definisjon 437_nb;definisjon 437_nn;definisjon 437_en;egendefinert;;;definisjon for allmennheten 437_nb;definisjon for allmennheten 437_nn;definisjon for allmennheten 437_en;basertPaaKilde;Tittel på kilde_allmennheten|http://kildebasertallmennhetenuri.no/;Tittel på kilde nr. 2_allmennheten|http://kildebasertallmennhetenuri2.no/;definisjon for spesialister 437_nb;definisjon for spesialister 437_nn;definisjon_for_spesialister437_en;sitatFraKilde;Tittel på kilde_spesialister|http://kildesitatspesialisteruri.no/;Tittel på kilde nr. 2_spesialister|http://kildesitatspesialisteruri2.no/;merknad437_nb;merknad437_nn;merknad437_en;eksempel437_nb;eksempel437_nn;eksempel437_en;fagområde8_nb;fagområde8_nn;fagområde8_en;http://lenketilverdiomraade437.no;Tittel verdiområde 437;e-post@epost.no;47474747;12.02.2021;21.06.2024;https://concept-catalog.staging.fellesdatakatalog.digdir.no/collections/910298062/concepts/6c5ae564-bb03-41d0-81d0-38f2be16e8a0;0.1.0
anbefalt term 438_en;anbefalt term 438_nn;anbefalt term 438_nb;tillatt term 438_nb;tillatt term 438_nn;tillatt term 438_en;frarådet term 438_nb;frarådet term 438_nn;frarådet term 438_en;definisjon 438_nb;definisjon 438_nn;definisjon 438_en;egendefinert;;;definisjon for allmennheten 438_nb;definisjon for allmennheten 438_nn;definisjon for allmennheten 438_en;sitatFraKilde;Tittel på kilde_allmennheten|http://kildesitatallmennhetenuri.no/;Tittel på kilde nr. 2_allmennheten|http://kildesitatallmennhetenuri2.no/;definisjon for spesialister 438_nb;definisjon for spesialister 438_nn;definisjon_for_spesialister438_en;egendefinert;;;merknad438_nb;merknad438_nn;merknad438_en;eksempel438_nb;eksempel438_nn;eksempel438_en;fagområde9_nb;fagområde9_nn;fagområde9_en;http://lenketilverdiomraade438.no;Tittel verdiområde 438;e-post@epost.no;47474747;12.02.2021;21.06.2024;https://concept-catalog.staging.fellesdatakatalog.digdir.no/collections/910298062/concepts/6c5ae564-bb03-41d0-81d0-38f2be16e8a0;0.1.0
anbefalt term 439_en;anbefalt term 439_nn;anbefalt term 439_nb;tillatt term 439_nb;tillatt term 439_nn;tillatt term 439_en;frarådet term 439_nb;frarådet term 439_nn;frarådet term 439_en;definisjon 439_nb;definisjon 439_nn;definisjon 439_en;sitatFraKilde;Tittel på kilde|http://kildesitaturi.no/;Tittel på kilde nr. 2|http://kildesitaturi2.no/;definisjon for allmennheten 439_nb;definisjon for allmennheten 439_nn;definisjon for allmennheten 439_en;basertPaaKilde;Tittel på kilde_allmennheten|http://kildebasertallmennhetenuri.no/;Tittel på kilde nr. 2_allmennheten|http://kildebasertallmennhetenuri2.no/;definisjon for spesialister 439_nb;definisjon for spesialister 439_nn;definisjon_for_spesialister439_en;egendefinert;;;merknad439_nb;merknad439_nn;merknad439_en;eksempel439_nb;eksempel439_nn;eksempel439_en;fagområde10_nb;fagområde10_nn;fagområde10_en;http://lenketilverdiomraade439.no;Tittel verdiområde 439;e-post@epost.no;47474747;12.02.2021;21.06.2024;https://concept-catalog.staging.fellesdatakatalog.digdir.no/collections/910298062/concepts/6c5ae564-bb03-41d0-81d0-38f2be16e8a0;0.1.0
anbefalt term 440_en;anbefalt term 440_nn;anbefalt term 440_nb;tillatt term 440_nb;tillatt term 440_nn;tillatt term 440_en;frarådet term 440_nb;frarådet term 440_nn;frarådet term 440_en;definisjon 440_nb;definisjon 440_nn;definisjon 440_en;egendefinert;;;definisjon for allmennheten 440_nb;definisjon for allmennheten 440_nn;definisjon for allmennheten 440_en;basertPaaKilde;Tittel på kilde_allmennheten|http://kildebasertallmennhetenuri.no/;Tittel på kilde nr. 2_allmennheten|http://kildebasertallmennhetenuri2.no/;definisjon for spesialister 440_nb;definisjon for spesialister 440_nn;definisjon_for_spesialister440_en;egendefinert;;;merknad440_nb;merknad440_nn;merknad440_en;eksempel440_nb;eksempel440_nn;eksempel440_en;fagområde11_nb;fagområde11_nn;fagområde11_en;http://lenketilverdiomraade440.no;Tittel verdiområde 440;e-post@epost.no;47474747;12.02.2021;21.06.2024;https://concept-catalog.staging.fellesdatakatalog.digdir.no/collections/910298062/concepts/6c5ae564-bb03-41d0-81d0-38f2be16e8a0;0.1.0
anbefalt term 441_en;anbefalt term 441_nn;anbefalt term 441_nb;tillatt term 441_nb;tillatt term 441_nn;tillatt term 441_en;frarådet term 441_nb;frarådet term 441_nn;frarådet term 441_en;definisjon 441_nb;definisjon 441_nn;definisjon 441_en;egendefinert;;;definisjon for allmennheten 441_nb;definisjon for allmennheten 441_nn;definisjon for allmennheten 441_en;egendefinert;;;definisjon for spesialister 441_nb;definisjon for spesialister 441_nn;definisjon_for_spesialister441_en;sitatFraKilde;Tittel på kilde_spesialister|http://kildesitatspesialisteruri.no/;Tittel på kilde nr. 2_spesialister|http://kildesitatspesialisteruri2.no/;merknad441_nb;merknad441_nn;merknad441_en;eksempel441_nb;eksempel441_nn;eksempel441_en;fagområde12_nb;fagområde12_nn;fagområde12_en;http://lenketilverdiomraade441.no;Tittel verdiområde 441;e-post@epost.no;47474747;12.02.2021;21.06.2024;https://concept-catalog.staging.fellesdatakatalog.digdir.no/collections/910298062/concepts/6c5ae564-bb03-41d0-81d0-38f2be16e8a0;0.1.0
anbefalt term 442_en;anbefalt term 442_nn;anbefalt term 442_nb;tillatt term 442_nb;tillatt term 442_nn;tillatt term 442_en;frarådet term 442_nb;frarådet term 442_nn;frarådet term 442_en;definisjon 442_nb;definisjon 442_nn;definisjon 442_en;egendefinert;;;definisjon for allmennheten 442_nb;definisjon for allmennheten 442_nn;definisjon for allmennheten 442_en;basertPaaKilde;Tittel på kilde_allmennheten|http://kildebasertallmennhetenuri.no/;Tittel på kilde nr. 2_allmennheten|http://kildebasertallmennhetenuri2.no/;definisjon for spesialister 442_nb;definisjon for spesialister 442_nn;definisjon_for_spesialister442_en;sitatFraKilde;Tittel på kilde_spesialister|http://kildesitatspesialisteruri.no/;Tittel på kilde nr. 2_spesialister|http://kildesitatspesialisteruri2.no/;merknad442_nb;merknad442_nn;merknad442_en;eksempel442_nb;eksempel442_nn;eksempel442_en;fagområde2_nb;fagområde2_nn;fagområde2_en;http://lenketilverdiomraade442.no;Tittel verdiområde 442;e-post@epost.no;47474747;12.02.2021;21.06.2024;https://concept-catalog.staging.fellesdatakatalog.digdir.no/collections/910298062/concepts/6c5ae564-bb03-41d0-81d0-38f2be16e8a0;0.1.0
anbefalt term 443_en;anbefalt term 443_nn;anbefalt term 443_nb;tillatt term 443_nb;tillatt term 443_nn;tillatt term 443_en;frarådet term 443_nb;frarådet term 443_nn;frarådet term 443_en;definisjon 443_nb;definisjon 443_nn;definisjon 443_en;sitatFraKilde;Tittel på kilde|http://kildesitaturi.no/;Tittel på kilde nr. 2|http://kildesitaturi2.no/;definisjon for allmennheten 443_nb;definisjon for allmennheten 443_nn;definisjon for allmennheten 443_en;sitatFraKilde;Tittel på kilde_allmennheten|http://kildesitatallmennhetenuri.no/;Tittel på kilde nr. 2_allmennheten|http://kildesitatallmennhetenuri2.no/;definisjon for spesialister 443_nb;definisjon for spesialister 443_nn;definisjon_for_spesialister443_en;basertPaaKilde;Tittel på kilde_spesialister|http://kildebasertspesialisteruri.no/;Tittel på kilde nr. 2_spesialister|http://kildebasertspesialisteruri2.no/;merknad443_nb;merknad443_nn;merknad443_en;eksempel443_nb;eksempel443_nn;eksempel443_en;fagområde3_nb;fagområde3_nn;fagområde3_en;http://lenketilverdiomraade443.no;Tittel verdiområde 443;e-post@epost.no;47474747;12.02.2021;21.06.2024;https://concept-catalog.staging.fellesdatakatalog.digdir.no/collections/910298062/concepts/6c5ae564-bb03-41d0-81d0-38f2be16e8a0;0.1.0
anbefalt term 444_en;anbefalt term 444_nn;anbefalt term 444_nb;tillatt term 444_nb;tillatt term 444_nn;tillatt term 444_en;frarådet term 444_nb;frarådet term 444_nn;frarådet term 444_en;definisjon 444_nb;definisjon 444_nn;definisjon 444_en;basertPaaKilde;Tittel på kilde|http://kildebaserturi.no/;Tittel på kilde nr. 2|http://kildebaserturi2.no/;definisjon for allmennheten 444_nb;definisjon for allmennheten 444_nn;definisjon for allmennheten 444_en;basertPaaKilde;Tittel på kilde_allmennheten|http://kildebasertallmennhetenuri.no/;Tittel på kilde nr. 2_allmennheten|http://kildebasertallmennhetenuri2.no/;definisjon for spesialister 444_nb;definisjon for spesialister 444_nn;definisjon_for_spesialister444_en;sitatFraKilde;Tittel på kilde_spesialister|http://kildesitatspesialisteruri.no/;Tittel på kilde nr. 2_spesialister|http://kildesitatspesialisteruri2.no/;merknad444_nb;merknad444_nn;merknad444_en;eksempel444_nb;eksempel444_nn;eksempel444_en;fagområde4_nb;fagområde4_nn;fagområde4_en;http://lenketilverdiomraade444.no;Tittel verdiområde 444;e-post@epost.no;47474747;12.02.2021;21.06.2024;https://concept-catalog.staging.fellesdatakatalog.digdir.no/collections/910298062/concepts/6c5ae564-bb03-41d0-81d0-38f2be16e8a0;0.1.0
anbefalt term 445_en;anbefalt term 445_nn;anbefalt term 445_nb;tillatt term 445_nb;tillatt term 445_nn;tillatt term 445_en;frarådet term 445_nb;frarådet term 445_nn;frarådet term 445_en;definisjon 445_nb;definisjon 445_nn;definisjon 445_en;sitatFraKilde;Tittel på kilde|http://kildesitaturi.no/;Tittel på kilde nr. 2|http://kildesitaturi2.no/;definisjon for allmennheten 445_nb;definisjon for allmennheten 445_nn;definisjon for allmennheten 445_en;sitatFraKilde;Tittel på kilde_allmennheten|http://kildesitatallmennhetenuri.no/;Tittel på kilde nr. 2_allmennheten|http://kildesitatallmennhetenuri2.no/;definisjon for spesialister 445_nb;definisjon for spesialister 445_nn;definisjon_for_spesialister445_en;sitatFraKilde;Tittel på kilde_spesialister|http://kildesitatspesialisteruri.no/;Tittel på kilde nr. 2_spesialister|http://kildesitatspesialisteruri2.no/;merknad445_nb;merknad445_nn;merknad445_en;eksempel445_nb;eksempel445_nn;eksempel445_en;fagområde5_nb;fagområde5_nn;fagområde5_en;http://lenketilverdiomraade445.no;Tittel verdiområde 445;e-post@epost.no;47474747;12.02.2021;21.06.2024;https://concept-catalog.staging.fellesdatakatalog.digdir.no/collections/910298062/concepts/6c5ae564-bb03-41d0-81d0-38f2be16e8a0;0.1.0
anbefalt term 446_en;anbefalt term 446_nn;anbefalt term 446_nb;tillatt term 446_nb;tillatt term 446_nn;tillatt term 446_en;frarådet term 446_nb;frarådet term 446_nn;frarådet term 446_en;definisjon 446_nb;definisjon 446_nn;definisjon 446_en;sitatFraKilde;Tittel på kilde|http://kildesitaturi.no/;Tittel på kilde nr. 2|http://kildesitaturi2.no/;definisjon for allmennheten 446_nb;definisjon for allmennheten 446_nn;definisjon for allmennheten 446_en;basertPaaKilde;Tittel på kilde_allmennheten|http://kildebasertallmennhetenuri.no/;Tittel på kilde nr. 2_allmennheten|http://kildebasertallmennhetenuri2.no/;definisjon for spesialister 446_nb;definisjon for spesialister 446_nn;definisjon_for_spesialister446_en;basertPaaKilde;Tittel på kilde_spesialister|http://kildebasertspesialisteruri.no/;Tittel på kilde nr. 2_spesialister|http://kildebasertspesialisteruri2.no/;merknad446_nb;merknad446_nn;merknad446_en;eksempel446_nb;eksempel446_nn;eksempel446_en;fagområde6_nb;fagområde6_nn;fagområde6_en;http://lenketilverdiomraade446.no;Tittel verdiområde 446;e-post@epost.no;47474747;12.02.2021;21.06.2024;https://concept-catalog.staging.fellesdatakatalog.digdir.no/collections/910298062/concepts/6c5ae564-bb03-41d0-81d0-38f2be16e8a0;0.1.0
anbefalt term 447_en;anbefalt term 447_nn;anbefalt term 447_nb;tillatt term 447_nb;tillatt term 447_nn;tillatt term 447_en;frarådet term 447_nb;frarådet term 447_nn;frarådet term 447_en;definisjon 447_nb;definisjon 447_nn;definisjon 447_en;basertPaaKilde;Tittel på kilde|http://kildebaserturi.no/;Tittel på kilde nr. 2|http://kildebaserturi2.no/;definisjon for allmennheten 447_nb;definisjon for allmennheten 447_nn;definisjon for allmennheten 447_en;sitatFraKilde;Tittel på kilde_allmennheten|http://kildesitatallmennhetenuri.no/;Tittel på kilde nr. 2_allmennheten|http://kildesitatallmennhetenuri2.no/;definisjon for spesialister 447_nb;definisjon for spesialister 447_nn;definisjon_for_spesialister447_en;egendefinert;;;merknad447_nb;merknad447_nn;merknad447_en;eksempel447_nb;eksempel447_nn;eksempel447_en;fagområde7_nb;fagområde7_nn;fagområde7_en;http://lenketilverdiomraade447.no;Tittel verdiområde 447;e-post@epost.no;47474747;12.02.2021;21.06.2024;https://concept-catalog.staging.fellesdatakatalog.digdir.no/collections/910298062/concepts/6c5ae564-bb03-41d0-81d0-38f2be16e8a0;0.1.0
